id,tr_sentence,de_translation,de_prompt,level,topic,subtopic,grammar_focus,difficulty,tr_tokens,cloze_tr,cloze_answer,alt_translations_de,register,tags
"477","Alltag","A2","Günde en az iki litre su içmeye dikkat ediyor musun?","Achtest du darauf, mindestens zwei Liter Wasser am Tag zu trinken?","günde en az iki litre su içmeye dikkat ediyor musun","achtest du darauf mindestens zwei liter wasser am tag zu trinken","Präsens Frage","alltag|gesundheit|frage|a2","2","gemini_batch_451_600","1"
"478","Alltag","A1","Köpeği yürüyüşe çıkarmak senin mi yoksa benim mi görevim?","Ist es deine oder meine Aufgabe, mit dem Hund spazieren zu gehen?","köpeği yürüyüşe çıkarmak senin mi yoksa benim mi görevim","ist es deine oder meine aufgabe mit dem hund spazieren zu gehen","Genitivpronomen","alltag|haushalt|frage|a1","1","gemini_batch_451_600","1"
"479","Alltag","A2","Boş zamanlarımda yeni yemek tarifleri denemeyi çok severim.","In meiner Freizeit probiere ich sehr gerne neue Kochrezepte aus.","boş zamanlarımda yeni yemek tarifleri denemeyi çok severim","in meiner freizeit probiere ich sehr gerne neue kochrezepte aus","Aorist","alltag|hobby|a2","2","gemini_batch_451_600","1"
"480","Alltag","A2","Yarın akşamki yemeğe kimleri davet etmeyi düşünüyorsun?","Wen gedenkst du zum morgigen Abendessen einzuladen?","yarın akşamki yemeğe kimleri davet etmeyi düşünüyorsun","wen gedenkst du zum morgigen abendessen einzuladen","Präsens (Yor)","alltag|freunde|frage|a2","2","gemini_batch_451_600","1"
"481","Einkaufen","A1","Bu kazağın mavi rengi veya başka bir bedeni var mı?","Gibt es diesen Pullover in Blau oder in einer anderen Größe?","bu kazağın mavi rengi veya başka bir bedeni var mı","gibt es diesen pullover in blau oder in einer anderen größe","Var/Yok","einkaufen|kleidung|frage|a1","1","gemini_batch_451_600","1"
"482","Einkaufen","A2","Kredi kartım yanımda değil, nakit ödeme yapabilir miyim?","Ich habe meine Kreditkarte nicht dabei, kann ich bar bezahlen?","kredi kartım yanımda değil nakit ödeme yapabilir miyim","ich habe meine kreditkarte nicht dabei kann ich bar bezahlen","Möglichkeitsform Frage","einkaufen|geld|frage|a2","2","gemini_batch_451_600","1"
"483","Einkaufen","A2","Markette süt kalmamış, başka bir yere bakmamız gerekecek.","Im Markt ist keine Milch mehr da, wir werden woanders schauen müssen.","markette süt kalmamış başka bir yere bakmamız gerekecek","im markt ist keine milch mehr da wir werden woanders schauen müssen","Miş-Vergangenheit","einkaufen|essen|a2","2","gemini_batch_451_600","1"
"484","Einkaufen","A1","Bu ayakkabılar çok rahat ama fiyatı biraz fazla yüksek.","Diese Schuhe sind sehr bequem, aber der Preis ist etwas zu hoch.","bu ayakkabılar çok rahat ama fiyatı biraz fazla yüksek","diese schuhe sind sehr bequem aber der preis ist etwas zu hoch","Konjunktion ama","einkaufen|kleidung|a1","1","gemini_batch_451_600","1"
"485","Einkaufen","A1","Sebze reyonu nerede, taze domates almak istiyorum.","Wo ist die Gemüseabteilung, ich möchte frische Tomaten kaufen.","sebze reyonu nerede taze domates almak istiyorum","wo ist die gemüseabteilung ich möchte frische tomaten kaufen","Fragewort nerede","einkaufen|essen|a1","1","gemini_batch_451_600","1"
"486","Einkaufen","A2","Ürünlerin üzerinde etiket yok, fiyatlarını nasıl öğrenebilirim?","Auf den Produkten ist kein Etikett, wie kann ich ihre Preise erfahren?","ürünlerin üzerinde etiket yok fiyatlarını nasıl öğrenebilirim","auf den produkten ist kein etikett wie kann ich ihre preise erfahren","Möglichkeitsform Frage","einkaufen|geld|frage|a2","2","gemini_batch_451_600","1"
"487","Einkaufen","A2","Kasada bekleyen çok kişi var, neden diğer kasayı açmıyorlar?","Es warten viele Leute an der Kasse, warum machen sie die andere Kasse nicht auf?","kasada bekleyen çok kişi var neden diğer kasayı açmıyorlar","es warten viele leute an der kasse warum machen sie die andere kasse nicht auf","Präsens Negation","einkaufen|problem|frage|a2","2","gemini_batch_451_600","1"
"488","Einkaufen","A2","Aldığım bu ceketi fişiyle birlikte yarın değiştirebilir miyim?","Kann ich diese Jacke, die ich gekauft habe, morgen mit dem Kassenbon umtauschen?","aldığım bu ceketi fişiyle birlikte yarın değiştirebilir miyim","kann ich diese jacke die ich gekauft habe morgen mit dem kassenbon umtauschen","Möglichkeitsform Frage","einkaufen|kleidung|frage|a2","2","gemini_batch_451_600","1"
"489","Einkaufen","A1","Pazardan aldığımız meyveler gerçekten çok taze ve lezzetli.","Das Obst, das wir auf dem Markt gekauft haben, ist wirklich sehr frisch und lecker.","pazardan aldığımız meyveler gerçekten çok taze ve lezzetli","das obst das wir auf dem markt gekauft haben ist wirklich sehr frisch und lecker","Adjektive","einkaufen|essen|a1","1","gemini_batch_451_600","1"
"490","Einkaufen","A1","Poşet için ekstra ücret ödememiz gerekiyor mu acaba?","Müssen wir eigentlich eine zusätzliche Gebühr für die Tüte bezahlen?","poşet için ekstra ücret ödememiz gerekiyor mu acaba","müssen wir eigentlich eine zusätzliche gebühr für die tüte bezahlen","Notwendigkeit gerekiyor","einkaufen|geld|frage|a1","2","gemini_batch_451_600","1"
"491","Restaurant","A1","Siparişlerimizi almak için menüyü masamıza bırakabilir misiniz?","Können Sie die Speisekarte an unserem Tisch lassen, um unsere Bestellungen aufzunehmen?","siparişlerimizi almak için menüyü masamıza bırakabilir misiniz","können sie die speisekarte an unserem tisch lassen um unsere bestellungen aufzunehmen","Möglichkeitsform Frage","restaurant|essen|frage|a1","1","gemini_batch_451_600","1"
"492","Restaurant","A2","Yemekte soğan olmasın lütfen, çünkü soğana alerjim var.","Bitte keine Zwiebeln im Essen, weil ich eine Allergie gegen Zwiebeln habe.","yemekte soğan olmasın lütfen çünkü soğana alerjim var","bitte keine zwiebeln im essen weil ich eine allergie gegen zwiebeln habe","Optativ Negation","restaurant|gesundheit|a2","2","gemini_batch_451_600","1"
"493","Restaurant","A1","Bu akşam yemeğinde bana eşlik etmek ister misin?","Möchtest du mich bei diesem Abendessen begleiten?","bu akşam yemeğinde bana eşlik etmek ister misin","möchtest du mich bei diesem abendessen begleiten","Aorist Frage","restaurant|freunde|frage|a1","1","gemini_batch_451_600","1"
"494","Restaurant","A2","Hesabı ikiye bölmemiz ve ayrı ayrı ödememiz mümkün mü?","Ist es möglich, dass wir die Rechnung teilen und getrennt bezahlen?","hesabı ikiye bölmemiz ve ayrı ayrı ödememiz mümkün mü","ist es möglich dass wir die rechnung teilen und getrennt bezahlen","Infinitiv mit Possessiv","restaurant|geld|frage|a2","3","gemini_batch_451_600","1"
"495","Restaurant","A2","Şefin bugünkü özel spesiyali tam olarak nedir acaba?","Was genau ist eigentlich die heutige Spezialität des Küchenchefs?","şefin bugünkü özel spesiyali tam olarak nedir acaba","was genau ist eigentlich die heutige spezialität des küchenchefs","Genitiv","restaurant|essen|frage|a2","2","gemini_batch_451_600","1"
"496","Restaurant","A1","Çocuklar için ayrı bir çocuk menünüz bulunuyor mu?","Haben Sie ein separates Kindermenü für Kinder?","çocuklar için ayrı bir çocuk menünüz bulunuyor mu","haben sie ein separates kindermenü für kinder","Präsens Frage","restaurant|familie|frage|a1","1","gemini_batch_451_600","1"
"497","Restaurant","A1","Yemekler harikaydı, bahşişi doğrudan masaya bırakıyorum.","Das Essen war großartig, ich lasse das Trinkgeld direkt auf dem Tisch.","yemekler harikaydı bahşişi doğrudan masaya bırakıyorum","das essen war großartig ich lasse das trinkgeld direkt auf dem tisch","Präsens (Yor)","restaurant|geld|a1","1","gemini_batch_451_600","1"
"498","Restaurant","A2","Acılı ezme çok lezzetli ama biraz fazla acı olmuş.","Die scharfe Paste ist sehr lecker, aber sie ist ein bisschen zu scharf geworden.","acılı ezme çok lezzetli ama biraz fazla acı olmuş","die scharfe paste ist sehr lecker aber sie ist ein bisschen zu scharf geworden","Miş-Vergangenheit","restaurant|essen|a2","2","gemini_batch_451_600","1"
"499","Restaurant","A1","Bize iki porsiyon döner ve bir sürahi ayran getirin.","Bringen Sie uns zwei Portionen Döner und einen Krug Ayran.","bize iki porsiyon döner ve bir sürahi ayran getirin","bringen sie uns zwei portionen döner und einen krug ayran","Imperativ","restaurant|essen|a1","1","gemini_batch_451_600","1"
"500","Restaurant","A2","Tatlı siparişi vermeden önce biraz dinlenmek istiyoruz, uygun mu?","Wir möchten uns ein wenig ausruhen, bevor wir Dessert bestellen, ist das in Ordnung?","tatlı siparişi vermeden önce biraz dinlenmek istiyoruz uygun mu","wir möchten uns ein wenig ausruhen bevor wir dessert bestellen ist das in ordnung","Ablativ + önce","restaurant|essen|frage|a2","2","gemini_batch_451_600","1"
"501","Reisen","A2","Uçağımız rötarlı kalkacakmış, bu durumu yetkililere sordun mu?","Unser Flug soll verspätet abfliegen, hast du die Behörden nach dieser Situation gefragt?","uçağımız rötarlı kalkacakmış bu durumu yetkililere sordun mu","unser flug soll verspätet abfliegen hast du die behörden nach dieser situation gefragt","Miş-Vergangenheit","reisen|problem|frage|a2","3","gemini_batch_451_600","1"
"502","Reisen","A1","Pasaportumu ve uçak biletimi çantamın içine güvenle koydum.","Ich habe meinen Reisepass und mein Flugticket sicher in meine Tasche gelegt.","pasaportumu ve uçak biletimi çantamın içine güvenle koydum","ich habe meinen reisepass und mein flugticket sicher in meine tasche gelegt","Akkusativ -i/-ı","reisen|dokumente|a1","1","gemini_batch_451_600","1"
"503","Reisen","A2","Otele ulaşmak için havalimanından araç kiralamayı mı düşünüyorsun?","Denkst du daran, am Flughafen ein Auto zu mieten, um zum Hotel zu gelangen?","otele ulaşmak için havalimanından araç kiralamayı mı düşünüyorsun","denkst du daran am flughafen ein auto zu mieten um zum hotel zu gelangen","Präsens Frage","reisen|frage|a2","2","gemini_batch_451_600","1"
"504","Reisen","A2","Müzeyi ziyaret etmek için giriş biletlerini önceden almalıyız.","Wir müssen die Eintrittskarten im Voraus kaufen, um das Museum zu besuchen.","müzeyi ziyaret etmek için giriş biletlerini önceden almalıyız","wir müssen die eintrittskarten im voraus kaufen um das museum zu besuchen","Notwendigkeit -meli/-malı","reisen|freizeit|a2","2","gemini_batch_451_600","1"
"505","Reisen","A2","Bu şehirdeki en tarihi turistik yerleri bana sayabilir misiniz?","Können Sie mir die historischsten Touristenorte in dieser Stadt aufzählen?","bu şehirdeki en tarihi turistik yerleri bana sayabilir misiniz","können sie mir die historischsten touristenorte in dieser stadt aufzählen","Möglichkeitsform Frage","reisen|ort|frage|a2","2","gemini_batch_451_600","1"
"506","Reisen","A1","Yolculuk boyunca otobüste kitap okumayı ve müzik dinlemeyi severim.","Ich lese gerne Bücher und höre Musik im Bus während der Fahrt.","yolculuk boyunca otobüste kitap okumayı ve müzik dinlemeyi severim","ich lese gerne bücher und höre musik im bus während der fahrt","Aorist","reisen|hobby|a1","1","gemini_batch_451_600","1"
"507","Reisen","A1","Tatilde deniz kenarında huzurlu bir kamp yapmayı planlıyoruz.","Wir planen, im Urlaub ein friedliches Camp am Meer zu machen.","tatilde deniz kenarında huzurlu bir kamp yapmayı planlıyoruz","wir planen im urlaub ein friedliches camp am meer zu machen","Präsens (Yor)","reisen|freizeit|a1","1","gemini_batch_451_600","1"
"508","Reisen","A2","Valizimi yanlışlıkla başka bir yolcu almış olabilir mi?","Könnte es sein, dass ein anderer Passagier versehentlich meinen Koffer genommen hat?","valizimi yanlışlıkla başka bir yolcu almış olabilir mi","könnte es sein dass ein anderer passagier versehentlich meinen koffer genommen hat","Möglichkeitsform Frage","reisen|problem|frage|a2","3","gemini_batch_451_600","1"
"509","Reisen","A1","Buradan tren garına yürüyerek gitmek yaklaşık yirmi dakika sürer.","Von hier aus dauert es etwa zwanzig Minuten, um zu Fuß zum Bahnhof zu gehen.","buradan tren garına yürüyerek gitmek yaklaşık yirmi dakika sürer","von hier aus dauert es etwa zwanzig minuten um zu fuß zum bahnhof zu gehen","Aorist","reisen|zeit|a1","2","gemini_batch_451_600","1"
"510","Reisen","A2","Gemi turu için yer ayırttınız mı yoksa henüz erken mi?","Haben Sie einen Platz für die Schiffstour reserviert oder ist es noch zu früh?","gemi turu için yer ayırttınız mı yoksa henüz erken mi","haben sie einen platz für die schiffstour reserviert oder ist es noch zu früh","Konjunktion yoksa","reisen|zeit|frage|a2","2","gemini_batch_451_600","1"
"511","Arbeit","A1","Patron bugün yapılacak olan önemli toplantıyı yarına erteledi.","Der Chef hat das wichtige Treffen, das heute stattfinden sollte, auf morgen verschoben.","patron bugün yapılacak olan önemli toplantıyı yarına erteledi","der chef hat das wichtige treffen das heute stattfinden sollte auf morgen verschoben","Präteritum","arbeit|zeit|a1","2","gemini_batch_451_600","1"
"512","Arbeit","A2","Maaş bordromu muhasebe departmanından ne zaman teslim alabilirim?","Wann kann ich meine Gehaltsabrechnung von der Buchhaltung abholen?","maaş bordromu muhasebe departmanından ne zaman teslim alabilirim","wann kann ich meine gehaltsabrechnung von der buchhaltung abholen","Möglichkeitsform Frage","arbeit|geld|frage|a2","2","gemini_batch_451_600","1"
"513","Arbeit","A1","Yeni projemizin detaylarını sizinle paylaşmak için sabırsızlanıyorum.","Ich kann es kaum erwarten, die Details unseres neuen Projekts mit Ihnen zu teilen.","yeni projemizin detaylarını sizinle paylaşmak için sabırsızlanıyorum","ich kann es kaum erwarten die details unseres neuen projekts mit ihnen zu teilen","Postposition için","arbeit|a1","1","gemini_batch_451_600","1"
"514","Arbeit","A2","Bugün iş yerinde çok fazla stres ve yoğunluk yaşadım.","Heute habe ich am Arbeitsplatz sehr viel Stress und Arbeitsaufkommen erlebt.","bugün iş yerinde çok fazla stres ve yoğunluk yaşadım","heute habe ich am arbeitsplatz sehr viel stress und arbeitsaufkommen erlebt","Präteritum","arbeit|alltag|a2","2","gemini_batch_451_600","1"
"515","Arbeit","A2","Yıllık iznimi önümüzdeki ay kullanmam için bir engel var mı?","Gibt es ein Hindernis dafür, dass ich meinen Jahresurlaub im nächsten Monat nehme?","yıllık iznimi önümüzdeki ay kullanmam için bir engel var mı","gibt es ein hindernis dafür dass ich meinen jahresurlaub im nächsten monat nehme","Var/Yok","arbeit|zeit|frage|a2","3","gemini_batch_451_600","1"
"516","Arbeit","A2","Mesai arkadaşlarımla aramızdaki iletişim oldukça saygılı ve güçlü.","Die Kommunikation zwischen mir und meinen Kollegen ist sehr respektvoll und stark.","mesai arkadaşlarımla aramızdaki iletişim oldukça saygılı ve güçlü","die kommunikation zwischen mir und meinen kollegen ist sehr respektvoll und stark","Kopula","arbeit|freunde|a2","2","gemini_batch_451_600","1"
"517","Arbeit","A1","Bilgisayarıma yeni kurulan programı nasıl kullanacağımı henüz bilmiyorum.","Ich weiß noch nicht, wie ich das neu installierte Programm auf meinem Computer verwenden soll.","bilgisayarıma yeni kurulan programı nasıl kullanacağımı henüz bilmiyorum","ich weiß noch nicht wie ich das neu installierte programm auf meinem computer verwenden soll","Objektsatz -ecek","arbeit|technik|a1","3","gemini_batch_451_600","1"
"518","Arbeit","A2","Müşterilerden gelen şikayet e-postalarına kim cevap verecek?","Wer wird auf die Beschwerde-E-Mails der Kunden antworten?","müşterilerden gelen şikayet e-postalarına kim cevap verecek","wer wird auf die beschwerde-e-mails der kunden antworten","Futur Frage","arbeit|problem|frage|a2","2","gemini_batch_451_600","1"
"519","Arbeit","A2","İş görüşmesinde önceki tecrübelerim hakkında sorular sordular mı?","Haben sie im Vorstellungsgespräch Fragen zu meinen bisherigen Erfahrungen gestellt?","iş görüşmesinde önceki tecrübelerim hakkında sorular sordular mı","haben sie im vorstellungsgespräch fragen zu meinen bisherigen erfahrungen gestellt","Präteritum Frage","arbeit|frage|a2","2","gemini_batch_451_600","1"
"520","Arbeit","A1","Öğle arasında yemeğe çıkalım mı yoksa ofiste mi yiyelim?","Sollen wir in der Mittagspause essen gehen oder sollen wir im Büro essen?","öğle arasında yemeğe çıkalım mı yoksa ofiste mi yiyelim","sollen wir in der mittagspause essen gehen oder sollen wir im büro essen","Optativ Frage","arbeit|essen|frage|a1","1","gemini_batch_451_600","1"
"521","Schule","A1","Yarınki kimya sınavı için yeterince hazırlık yaptın mı?","Hast du dich ausreichend auf die morgige Chemieprüfung vorbereitet?","yarınki kimya sınavı için yeterince hazırlık yaptın mı","hast du dich ausreichend auf die morgige chemieprüfung vorbereitet","Präteritum Frage","schule|frage|a1","1","gemini_batch_451_600","1"
"522","Schule","A2","Sınıftaki arka sıralarda oturduğum için tahtayı tam göremiyorum.","Weil ich in den hinteren Reihen im Klassenzimmer sitze, kann ich die Tafel nicht ganz sehen.","sınıftaki arka sıralarda oturduğum için tahtayı tam göremiyorum","weil ich in den hinteren reihen im klassenzimmer sitze kann ich die tafel nicht ganz sehen","Postposition için (weil)","schule|ort|a2","3","gemini_batch_451_600","1"
"523","Schule","A1","Öğretmenimizin verdiği proje ödevini bu hafta sonu bitirmem lazım.","Ich muss die Projekthausaufgabe, die unser Lehrer gegeben hat, dieses Wochenende beenden.","öğretmenimizin verdiği proje ödevini bu hafta sonu bitirmem lazım","ich muss die projekthausaufgabe die unser lehrer gegeben hat dieses wochenende beenden","Notwendigkeit lazım","schule|zeit|a1","2","gemini_batch_451_600","1"
"524","Schule","A2","Kütüphaneden aldığım kitapların iade tarihi ne zaman doluyor?","Wann läuft das Rückgabedatum der Bücher ab, die ich aus der Bibliothek ausgeliehen habe?","kütüphaneden aldığım kitapların iade tarihi ne zaman doluyor","wann läuft das rückgabedatum der bücher ab die ich aus der bibliothek ausgeliehen habe","Präsens Frage","schule|zeit|frage|a2","2","gemini_batch_451_600","1"
"525","Schule","A1","En sevdiğim ders fizik çünkü deney yapmayı çok seviyorum.","Mein Lieblingsfach ist Physik, weil ich es sehr mag, Experimente zu machen.","en sevdiğim ders fizik çünkü deney yapmayı çok seviyorum","mein lieblingsfach ist physik weil ich es sehr mag experimente zu machen","Konjunktion çünkü","schule|hobby|a1","1","gemini_batch_451_600","1"
"526","Schule","A2","Sınav sonuçları açıklandıktan sonra notunu bana da söyler misin?","Würdest du mir deine Note auch sagen, nachdem die Prüfungsergebnisse bekannt gegeben wurden?","sınav sonuçları açıklandıktan sonra notunu bana da söyler misin","würdest du mir deine note auch sagen nachdem die prüfungsergebnisse bekannt gegeben wurden","Ablativ + sonra","schule|frage|a2","2","gemini_batch_451_600","1"
"527","Schule","A2","Üniversitedeki kampüs hayatı lisedekinden çok daha eğlenceli ve özgür.","Das Campusleben an der Universität ist viel lustiger und freier als auf dem Gymnasium.","üniversitedeki kampüs hayatı lisedekinden çok daha eğlenceli ve özgür","das campusleben an der universität ist viel lustiger und freier als auf dem gymnasium","Komparativ","schule|alltag|a2","2","gemini_batch_451_600","1"
"528","Schule","A1","Mezuniyet töreni için ne tür bir kıyafet almayı düşünüyorsun?","Was für ein Outfit gedenkst du für die Abschlussfeier zu kaufen?","mezuniyet töreni için ne tür bir kıyafet almayı düşünüyorsun","was für ein outfit gedenkst du für die abschlussfeier zu kaufen","Präsens Frage","schule|kleidung|frage|a1","1","gemini_batch_451_600","1"
"529","Schule","A2","Yabancı dil öğrenmek bana farklı kültürleri tanıma fırsatı veriyor.","Eine Fremdsprache zu lernen gibt mir die Möglichkeit, verschiedene Kulturen kennenzulernen.","yabancı dil öğrenmek bana farklı kültürleri tanıma fırsatı veriyor","eine fremdsprache zu lernen gibt mir die möglichkeit verschiedene kulturen kennenzulernen","Infinitiv -mak/-mek","schule|a2","2","gemini_batch_451_600","1"
"530","Schule","A1","Öğle tenefüsünde bahçede arkadaşlarımla sohbet etmekten keyif alırım.","Ich genieße es, in der Mittagspause im Garten mit meinen Freunden zu plaudern.","öğle tenefüsünde bahçede arkadaşlarımla sohbet etmekten keyif alırım","ich genieße es in der mittagspause im garten mit meinen freunden zu plaudern","Ablativ -den/-dan","schule|freunde|a1","1","gemini_batch_451_600","1"
"531","Familie","A1","Babam her pazar sabahı ailemiz için harika krep yapar.","Mein Vater macht jeden Sonntagmorgen wunderbare Crêpes für unsere Familie.","babam her pazar sabahı ailemiz için harika krep yapar","mein vater macht jeden sonntagmorgen wunderbare crêpes für unsere familie","Aorist","familie|essen|a1","1","gemini_batch_451_600","1"
"532","Familie","A1","Senin erkek kardeşin şu anda üniversitede mi okuyor?","Studiert dein jüngerer Bruder gerade an der Universität?","senin erkek kardeşin şu anda üniversitede mi okuyor","studiert dein jüngerer bruder gerade an der universität","Präsens Frage","familie|schule|frage|a1","1","gemini_batch_451_600","1"
"533","Familie","A2","Dedem ve ninem köydeki eski ahşap bir evde yaşıyorlar.","Mein Opa und meine Oma leben in einem alten Holzhaus im Dorf.","dedem ve ninem köydeki eski ahşap bir evde yaşıyorlar","mein opa und meine oma leben in einem alten holzhaus im dorf","Lokativ -de/-da","familie|ort|a2","2","gemini_batch_451_600","1"
"534","Familie","A2","Teyzemin kızı önümüzdeki yaz görkemli bir düğünle evleniyor.","Die Tochter meiner Tante heiratet nächsten Sommer mit einer prachtvollen Hochzeit.","teyzemin kızı önümüzdeki yaz görkemli bir düğünle evleniyor","die tochter meiner tante heiratet nächsten sommer mit einer prachtvollen hochzeit","Instrumental ile","familie|zeit|a2","2","gemini_batch_451_600","1"
"535","Familie","A1","Akşam yemeğinde bütün aile aynı masanın etrafında toplanırız.","Beim Abendessen versammeln wir uns als ganze Familie um denselben Tisch.","akşam yemeğinde bütün aile aynı masanın etrafında toplanırız","beim abendessen versammeln wir uns als ganze familie um denselben tisch","Aorist","familie|essen|a1","1","gemini_batch_451_600","1"
"536","Familie","A2","Ailenin en küçük çocuğu olmak sence nasıl bir duygu?","Wie fühlt es sich deiner Meinung nach an, das jüngste Kind der Familie zu sein?","ailenin en küçük çocuğu olmak sence nasıl bir duygu","wie fühlt es sich deiner meinung nach an das jüngste kind der familie zu sein","Superlativ en","familie|frage|a2","2","gemini_batch_451_600","1"
"537","Familie","A1","Anneler Günü için ona güzel bir çiçek demeti aldım.","Zum Muttertag habe ich ihr einen schönen Blumenstrauß gekauft.","anneler günü için ona güzel bir çiçek demeti aldım","zum muttertag habe ich ihr einen schönen blumenstrauß gekauft","Präteritum","familie|einkaufen|a1","1","gemini_batch_451_600","1"
"538","Familie","A2","Eşinle ev işlerini adil bir şekilde bölüşüyor musunuz?","Teilst du dir die Hausarbeiten fair mit deinem Partner?","eşinle ev işlerini adil bir şekilde bölüşüyor musunuz","teilst du dir die hausarbeiten fair mit deinem partner","Präsens Frage","familie|haushalt|frage|a2","2","gemini_batch_451_600","1"
"539","Familie","A2","Kardeşimle küçükken oynadığımız oyunları ara sıra özlemle hatırlıyorum.","Ich erinnere mich manchmal sehnsüchtig an die Spiele, die wir als Kinder mit meinem Bruder gespielt haben.","kardeşimle küçükken oynadığımız oyunları ara sıra özlemle hatırlıyorum","ich erinnere mich manchmal sehnsüchtig an die spiele die wir als kinder mit meinem bruder gespielt haben","Relativsatz -dik","familie|freizeit|a2","3","gemini_batch_451_600","1"
"540","Familie","A1","Bayram tatilinde uzak akrabalarımızı ziyarete gitmeyi düşünüyor muyuz?","Denken wir daran, in den Feiertagsferien unsere entfernten Verwandten besuchen zu gehen?","bayram tatilinde uzak akrabalarımızı ziyarete gitmeyi düşünüyor muyuz","denken wir daran in den feiertagsferien unsere entfernten verwandten besuchen zu gehen","Präsens Frage","familie|reise|frage|a1","1","gemini_batch_451_600","1"
"541","Gesundheit","A1","Dün akşamdan beri boğazım çok fena şekilde ağrıyor.","Seit gestern Abend tut mein Hals sehr schlimm weh.","dün akşamdan beri boğazım çok fena şekilde ağrıyor","seit gestern abend tut mein hals sehr schlimm weh","Postposition beri","gesundheit|problem|a1","1","gemini_batch_451_600","1"
"542","Gesundheit","A2","Doktorun yazdığı reçeteyi hemen yakındaki bir eczaneden almalısın.","Du musst das vom Arzt verschriebene Rezept in einer nahegelegenen Apotheke abholen.","doktorun yazdığı reçeteyi hemen yakındaki bir eczaneden almalısın","du musst das vom arzt verschriebene rezept in einer nahegelegenen apotheke abholen","Notwendigkeit -meli/-malı","gesundheit|a2","2","gemini_batch_451_600","1"
"543","Gesundheit","A1","Gözlerim çok kızardı, sanırım bahar alerjisi yeniden başladı.","Meine Augen sind sehr rot geworden, ich glaube die Frühlingsallergie hat wieder angefangen.","gözlerim çok kızardı sanırım bahar alerjisi yeniden başladı","meine augen sind sehr rot geworden ich glaube die frühlingsallergie hat wieder angefangen","Präteritum","gesundheit|problem|a1","1","gemini_batch_451_600","1"
"544","Gesundheit","A2","Diş çekimi için randevu aldın mı yoksa hala bekliyor musun?","Hast du einen Termin zum Zähneziehen gemacht oder wartest du noch?","diş çekimi için randevu aldın mı yoksa hala bekliyor musun","hast du einen termin zum zähneziehen gemacht oder wartest du noch","Konjunktion yoksa","gesundheit|zeit|frage|a2","2","gemini_batch_451_600","1"
"545","Gesundheit","A1","Sağlıklı bir yaşam için düzenli egzersiz yapmak şarttır.","Für ein gesundes Leben ist regelmäßiges Training ein Muss.","sağlıklı bir yaşam için düzenli egzersiz yapmak şarttır","für ein gesundes leben ist regelmäßiges training ein muss","Kopula -tir","gesundheit|alltag|a1","1","gemini_batch_451_600","1"
"546","Gesundheit","A2","Karnım ağrıyor, yediğimiz dondurma bana dokunmuş olabilir mi?","Ich habe Bauchschmerzen, könnte mir das Eis, das wir gegessen haben, nicht bekommen sein?","karnım ağrıyor yediğimiz dondurma bana dokunmuş olabilir mi","ich habe bauchschmerzen könnte mir das eis das wir gegessen haben nicht bekommen sein","Möglichkeitsform Frage","gesundheit|essen|frage|a2","3","gemini_batch_451_600","1"
"547","Gesundheit","A1","Geçmiş olsun dileklerin için sana çok teşekkür ederim canım.","Ich danke dir sehr für deine Gute-Besserung-Wünsche, meine Liebe.","geçmiş olsun dileklerin için sana çok teşekkür ederim canım","ich danke dir sehr für deine gute-besserung-wünsche meine liebe","Postposition için","gesundheit|freunde|a1","1","gemini_batch_451_600","1"
"548","Gesundheit","A2","Ateşin oldukça yüksek görünüyor, hemen hastaneye gitmeliyiz bence.","Dein Fieber sieht ziemlich hoch aus, meiner Meinung nach sollten wir sofort ins Krankenhaus fahren.","ateşin oldukça yüksek görünüyor hemen hastaneye gitmeliyiz bence","dein fieber sieht ziemlich hoch aus meiner meinung nach sollten wir sofort ins krankenhaus fahren","Notwendigkeit -meli/-malı","gesundheit|problem|a2","2","gemini_batch_451_600","1"
"549","Gesundheit","A2","Ameliyattan sonra ayağa kalkması ne kadar zaman alacak?","Wie lange wird es dauern, bis er nach der Operation aufsteht?","ameliyattan sonra ayağa kalkması ne kadar zaman alacak","wie lange wird es dauern bis er nach der operation aufsteht","Ablativ + sonra","gesundheit|zeit|frage|a2","2","gemini_batch_451_600","1"
"550","Gesundheit","A1","Vitamin haplarını her gün kahvaltıdan sonra tok karnına içiyorum.","Ich nehme die Vitamintabletten jeden Tag nach dem Frühstück auf vollen Magen.","vitamin haplarını her gün kahvaltıdan sonra tok karnına içiyorum","ich nehme die vitamintabletten jeden tag nach dem frühstück auf vollen magen","Präsens (Yor)","gesundheit|alltag|a1","2","gemini_batch_451_600","1"
"551","Zeit","A1","Film tam olarak saat onda başlayacak, lütfen gecikmeyin.","Der Film wird genau um zehn Uhr beginnen, bitte verspäten Sie sich nicht.","film tam olarak saat onda başlayacak lütfen gecikmeyin","der film wird genau um zehn uhr beginnen bitte verspäten sie sich nicht","Futur -ecek/-acak","zeit|freizeit|a1","1","gemini_batch_451_600","1"
"552","Zeit","A1","Bugün günlerden perşembe mi yoksa haftanın son günü cuma mı?","Ist heute Donnerstag oder der letzte Tag der Woche, Freitag?","bugün günlerden perşembe mi yoksa haftanın son günü cuma mı","ist heute donnerstag oder der letzte tag der woche freitag","Konjunktion yoksa","zeit|frage|a1","1","gemini_batch_451_600","1"
